innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Lions,DJ Bravo,4.0,0,33,2,8.25,6,0,0
1,Gujarat Lions,DS Kulkarni,4.0,0,28,1,7.0,9,0,0
1,Gujarat Lions,JP Faulkner,2.0,0,19,0,9.5,1,0,0
1,Gujarat Lions,P Kumar,2.5,0,25,2,8.82,7,0,0
1,Gujarat Lions,RA Jadeja,3.0,0,28,1,9.33,5,2,0
1,Gujarat Lions,S Kaushik,4.0,0,20,3,5.0,10,1,0
2,Kings XI Punjab,AR Patel,4.0,0,21,4,5.25,12,1,0
2,Kings XI Punjab,Gurkeerat Singh,1.0,0,8,0,8.0,2,1,0
2,Kings XI Punjab,KC Cariappa,3.0,0,15,0,5.0,7,0,0
2,Kings XI Punjab,MM Sharma,4.0,0,32,3,8.0,7,0,0
2,Kings XI Punjab,MP Stoinis,4.0,0,23,0,5.75,9,0,0
2,Kings XI Punjab,Sandeep Sharma,4.0,0,31,1,7.75,11,1,0
