innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kings XI Punjab,M Vijay,55,41,6,0,134.15,c DJ Bravo b S Kaushik,1
1,Kings XI Punjab,MP Stoinis,27,17,3,1,158.82,st KD Karthik b RA Jadeja,2
1,Kings XI Punjab,SE Marsh,1,3,0,0,33.33,c SK Raina b S Kaushik,3
1,Kings XI Punjab,GJ Maxwell,0,1,0,0,0.0,c KD Karthik b S Kaushik,4
1,Kings XI Punjab,Gurkeerat Singh,0,3,0,0,0.0,"run out (JP Faulkner, KD Karthik)",5
1,Kings XI Punjab,DA Miller,31,27,2,0,114.81,c DR Smith b DS Kulkarni,6
1,Kings XI Punjab,WP Saha,33,19,4,0,173.68,b DJ Bravo,7
1,Kings XI Punjab,AR Patel,0,2,0,0,0.0,c Ishan Kishan b DJ Bravo,8
1,Kings XI Punjab,MM Sharma,1,2,0,0,50.0,b P Kumar,9
1,Kings XI Punjab,KC Cariappa,1,3,0,0,33.33,b P Kumar,10
1,Kings XI Punjab,Sandeep Sharma,1,1,0,0,100.0,not out,11
2,Gujarat Lions,DR Smith,15,18,1,1,83.33,c Gurkeerat Singh b AR Patel,1
2,Gujarat Lions,BB McCullum,1,3,0,0,33.33,b MM Sharma,2
2,Gujarat Lions,SK Raina,18,15,2,1,120.0,b MM Sharma,3
2,Gujarat Lions,KD Karthik,2,4,0,0,50.0,b AR Patel,4
2,Gujarat Lions,RA Jadeja,11,11,0,0,100.0,c WP Saha b AR Patel,5
2,Gujarat Lions,DJ Bravo,0,1,0,0,0.0,b AR Patel,6
2,Gujarat Lions,Ishan Kishan,27,24,3,0,112.5,"run out (GJ Maxwell, MP Stoinis)",7
2,Gujarat Lions,JP Faulkner,32,27,3,0,118.52,c DA Miller b Sandeep Sharma,8
2,Gujarat Lions,P Kumar,15,13,2,0,115.38,c KC Cariappa b MM Sharma,9
2,Gujarat Lions,DS Kulkarni,6,4,0,0,150.0,not out,10
