innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,MP Stoinis,65,7.4
1,Kings XI Punjab,2,SE Marsh,70,8.5
1,Kings XI Punjab,3,GJ Maxwell,70,8.6
1,Kings XI Punjab,4,Gurkeerat Singh,73,9.5
1,Kings XI Punjab,5,M Vijay,100,14.1
1,Kings XI Punjab,6,DA Miller,139,18.2
1,Kings XI Punjab,7,AR Patel,145,19.2
1,Kings XI Punjab,8,WP Saha,151,19.5
1,Kings XI Punjab,9,MM Sharma,153,20.3
1,Kings XI Punjab,10,KC Cariappa,154,20.5
2,Gujarat Lions,1,BB McCullum,13,2.4
2,Gujarat Lions,2,SK Raina,34,5.6
2,Gujarat Lions,3,DR Smith,38,7.3
2,Gujarat Lions,4,KD Karthik,39,7.5
2,Gujarat Lions,5,DJ Bravo,39,7.6
2,Gujarat Lions,6,RA Jadeja,57,11.1
2,Gujarat Lions,7,Ishan Kishan,86,15.5
2,Gujarat Lions,8,P Kumar,125,19.6
2,Gujarat Lions,9,JP Faulkner,125,20.2
