innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Punjab Kings,1,Priyansh Arya,22,15,P Simran Singh,20,11,42,26
1,Punjab Kings,2,SS Iyer,5,5,P Simran Singh,13,6,20,11
1,Punjab Kings,3,JP Inglis,5,4,SS Iyer,1,5,6,9
1,Punjab Kings,4,N Wadhera,5,6,JP Inglis,2,2,8,8
1,Punjab Kings,5,JP Inglis,22,11,Shashank Singh,14,15,36,26
1,Punjab Kings,6,MP Stoinis,1,2,Shashank Singh,1,1,2,3
1,Punjab Kings,7,M Jansen,25,20,Shashank Singh,16,17,43,37
2,Royal Challengers Bengaluru,1,PD Salt,1,3,V Kohli,5,3,6,6
2,Royal Challengers Bengaluru,2,V Kohli,41,34,D Padikkal,61,35,103,69
2,Royal Challengers Bengaluru,3,RM Patidar,12,13,V Kohli,22,12,34,25
2,Royal Challengers Bengaluru,4,JM Sharma,11,8,V Kohli,5,5,16,13
