match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
6,2012-04-07,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1.0,0,11,0,11.0,0,0,0
53,2012-05-08,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2.0,0,15,0,7.5,4,0,0
