innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DA Warner,35,4.3
1,Delhi Daredevils,2,TM Dilshan,102,12.2
1,Delhi Daredevils,3,V Sehwag,103,12.4
1,Delhi Daredevils,4,AB de Villiers,107,13.3
1,Delhi Daredevils,5,KD Karthik,146,17.2
1,Delhi Daredevils,6,R Bhatia,177,20.2
2,Chennai Super Kings,1,PA Patel,21,3.1
2,Chennai Super Kings,2,S Badrinath,64,7.6
2,Chennai Super Kings,3,ML Hayden,142,14.3
2,Chennai Super Kings,4,JA Morkel,154,16.2
2,Chennai Super Kings,5,JM Kemp,169,18.5
