match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2008-04-20,Royal Challengers Bangalore,Wankhede Stadium,4.0,0,17,0,4.25,10,0,0
8,2008-04-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,32,0,10.67,7,1,0
10,2008-04-25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,40,1,10.0,8,1,0
14,2008-04-27,Deccan Chargers,Dr DY Patil Sports Academy,2.0,0,33,0,16.5,3,0,0
16,2008-04-29,Kolkata Knight Riders,Eden Gardens,4.0,0,27,2,6.75,11,0,0
23,2008-05-04,Delhi Daredevils,Dr DY Patil Sports Academy,4.0,0,16,2,4.0,15,0,0
27,2008-05-07,Rajasthan Royals,Dr DY Patil Sports Academy,3.0,0,19,1,6.33,7,0,0
36,2008-05-14,Chennai Super Kings,Wankhede Stadium,4.0,1,9,1,2.25,17,0,0
38,2008-05-16,Kolkata Knight Riders,Wankhede Stadium,4.0,0,12,3,3.0,17,1,0
45,2008-05-21,Kings XI Punjab,Wankhede Stadium,3.0,0,14,1,4.67,10,0,0
50,2008-05-24,Delhi Daredevils,Feroz Shah Kotla,3.0,0,33,0,11.0,7,0,0
53,2008-05-26,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,26,0,6.5,9,1,0
55,2008-05-28,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,23,0,5.75,9,0,0
