innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,6,5,Punjab Kings,RA Jadeja,Harpreet Brar,Anish Sahasrabudhe,wicket,upheld,False
2,6,3,Chennai Super Kings,P Simran Singh,RA Jadeja,A Totre,wicket,struck down,True
