innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,SK Rasheed,21,3.5
1,Chennai Super Kings,2,A Mhatre,22,4.1
1,Chennai Super Kings,3,RA Jadeja,48,6.5
1,Chennai Super Kings,4,D Brevis,126,15.1
1,Chennai Super Kings,5,SM Curran,172,18.4
1,Chennai Super Kings,6,MS Dhoni,184,19.2
1,Chennai Super Kings,7,DJ Hooda,186,19.4
1,Chennai Super Kings,8,A Kamboj,186,19.5
1,Chennai Super Kings,9,Noor Ahmad,186,19.6
1,Chennai Super Kings,10,S Dube,190,20.2
2,Punjab Kings,1,Priyansh Arya,44,5.4
2,Punjab Kings,2,P Simran Singh,116,13.6
2,Punjab Kings,3,N Wadhera,136,15.3
2,Punjab Kings,4,Shashank Singh,180,18.3
2,Punjab Kings,5,SS Iyer,188,19.4
2,Punjab Kings,6,Suryansh Shedge,190,20.2
