match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2023-04-02,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru",82,49,6,5,167.35,not out,1
9,2023-04-06,Kolkata Knight Riders,"Eden Gardens, Kolkata",21,18,3,0,116.67,b SP Narine,1
15,2023-04-10,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",61,44,4,4,138.64,c MP Stoinis b A Mishra,1
20,2023-04-15,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",50,34,6,1,147.06,c YV Dhull b Lalit Yadav,1
24,2023-04-17,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",6,4,1,0,150.0,b Akash Singh,1
27,2023-04-20,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",59,47,5,1,125.53,c JM Sharma b Harpreet Brar,1
32,2023-04-23,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",0,1,0,0,0.0,lbw b TA Boult,1
36,2023-04-26,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",54,37,6,0,145.95,c VR Iyer b AD Russell,1
43,2023-05-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",31,30,3,0,103.33,st N Pooran b Ravi Bishnoi,1
50,2023-05-06,Delhi Capitals,"Arun Jaitley Stadium, Delhi",55,46,5,0,119.57,c KK Ahmed b Mukesh Kumar,1
54,2023-05-09,Mumbai Indians,"Wankhede Stadium, Mumbai",1,4,0,0,25.0,c Ishan Kishan b JP Behrendorff,1
60,2023-05-14,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",18,19,1,0,94.74,c YBK Jaiswal b KM Asif,1
65,2023-05-18,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100,63,12,4,158.73,c GD Phillips b B Kumar,1
70,2023-05-21,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",101,61,13,1,165.57,not out,1
