match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2009-04-18,Royal Challengers Bangalore,Newlands,3,9,0,0,33.33,st RV Uthappa b A Kumble,8
10,2009-04-23,Kolkata Knight Riders,Newlands,2,2,0,0,100.0,not out,8
15,2009-04-26,Kings XI Punjab,Newlands,34,33,3,0,103.03,not out,8
18,2009-04-28,Delhi Daredevils,SuperSport Park,0,2,0,0,0.0,st KD Karthik b A Mishra,6
22,2009-04-30,Chennai Super Kings,SuperSport Park,3,9,0,0,33.33,c S Badrinath b L Balaji,7
25,2009-05-02,Deccan Chargers,St George's Park,21,17,0,2,123.53,c AC Gilchrist b PP Ojha,6
37,2009-05-09,Chennai Super Kings,De Beers Diamond Oval,21,11,2,1,190.91,not out,8
40,2009-05-11,Deccan Chargers,De Beers Diamond Oval,0,1,0,0,0.0,b RG Sharma,9
45,2009-05-14,Mumbai Indians,Kingsmead,0,0,0,0,0.0,"run out (Harbhajan Singh, ST Jayasuriya)",8
50,2009-05-17,Delhi Daredevils,OUTsurance Oval,6,3,0,1,200.0,st KD Karthik b A Mishra,8
53,2009-05-20,Kolkata Knight Riders,Kingsmead,18,29,1,0,62.07,b AB Agarkar,9
