match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2009-04-18,Royal Challengers Bangalore,Newlands,4.0,0,18,2,4.5,14,0,0
10,2009-04-23,Kolkata Knight Riders,Newlands,4.0,0,25,2,6.25,9,2,0
15,2009-04-26,Kings XI Punjab,Newlands,4.0,0,37,0,9.25,7,0,0
18,2009-04-28,Delhi Daredevils,SuperSport Park,4.0,0,32,2,8.0,8,0,0
22,2009-04-30,Chennai Super Kings,SuperSport Park,4.0,0,24,1,6.0,10,1,0
25,2009-05-02,Deccan Chargers,St George's Park,3.0,0,29,0,9.67,4,1,0
30,2009-05-05,Kings XI Punjab,Kingsmead,3.0,0,38,2,12.67,6,2,0
33,2009-05-07,Royal Challengers Bangalore,SuperSport Park,4.0,0,23,0,5.75,10,0,0
37,2009-05-09,Chennai Super Kings,De Beers Diamond Oval,4.0,0,27,1,6.75,14,3,0
40,2009-05-11,Deccan Chargers,De Beers Diamond Oval,4.0,0,36,1,9.0,5,0,0
45,2009-05-14,Mumbai Indians,Kingsmead,4.0,0,24,3,6.0,8,3,0
50,2009-05-17,Delhi Daredevils,OUTsurance Oval,4.0,0,28,0,7.0,4,0,0
53,2009-05-20,Kolkata Knight Riders,Kingsmead,4.0,0,24,0,6.0,10,1,0
