match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2011-04-09,Kochi Tuskers Kerala,Nehru Stadium,54,40,1,5,135.0,not out,4
8,2011-04-12,Mumbai Indians,M Chinnaswamy Stadium,38,36,3,1,105.56,c & b KA Pollard,4
11,2011-04-14,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0,7,0,0,0.0,c KC Sangakkara b MS Gony,5
14,2011-04-16,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",65,44,5,2,147.73,c S Anirudha b JA Morkel,5
30,2011-04-26,Delhi Daredevils,Feroz Shah Kotla,5,2,1,0,250.0,run out (DA Warner),4
35,2011-04-29,Pune Warriors,M Chinnaswamy Stadium,26,20,1,1,130.0,c R Sharma b AC Thomas,4
47,2011-05-06,Kings XI Punjab,M Chinnaswamy Stadium,27,14,2,2,192.86,not out,4
58,2011-05-14,Kolkata Knight Riders,M Chinnaswamy Stadium,13,13,2,0,100.0,not out,4
63,2011-05-17,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,34,27,3,1,125.93,c AC Gilchrist b PP Chawla,4
69,2011-05-22,Chennai Super Kings,M Chinnaswamy Stadium,0,3,0,0,0.0,st MS Dhoni b R Ashwin,1
71,2011-05-24,Chennai Super Kings,Wankhede Stadium,11,10,0,1,110.0,c M Vijay b SB Jakati,4
73,2011-05-27,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",21,15,0,1,140.0,not out,4
74,2011-05-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",18,12,3,0,150.0,lbw b SB Jakati,4
