match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2015-04-09,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",20,20,2,0,100.0,c RA Jadeja b MM Sharma,5
10,2015-04-15,Kings XI Punjab,Maharashtra Cricket Association Stadium,3,5,0,0,60.0,c Anureet Singh b AR Patel,6
13,2015-04-18,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,19,12,1,1,158.33,not out,6
17,2015-04-20,Kolkata Knight Riders,Feroz Shah Kotla,12,9,1,1,133.33,c G Gambhir b UT Yadav,7
21,2015-04-23,Mumbai Indians,Feroz Shah Kotla,1,1,0,0,100.0,not out,6
26,2015-04-26,Royal Challengers Bangalore,Feroz Shah Kotla,33,29,4,0,113.79,c MA Starc b HV Patel,6
36,2015-05-03,Rajasthan Royals,Brabourne Stadium,11,7,0,1,157.14,c SR Watson b DS Kulkarni,6
39,2015-05-05,Mumbai Indians,Wankhede Stadium,16,15,0,1,106.67,st PA Patel b Harbhajan Singh,4
42,2015-05-07,Kolkata Knight Riders,Eden Gardens,10,6,0,1,166.67,c J Botha b PP Chawla,4
45,2015-05-09,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,63,34,8,2,185.29,not out,5
49,2015-05-12,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,1,1,0,0,100.0,not out,6
55,2015-05-17,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,1,0,0,0.0,c KD Karthik b HV Patel,5
