match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2010-03-13,Rajasthan Royals,Brabourne Stadium,6,5,1,0,120.0,run out (NV Ojha),6
14,2010-03-20,Royal Challengers Bangalore,Brabourne Stadium,24,22,3,0,109.09,c R Dravid b DW Steyn,7
17,2010-03-22,Kolkata Knight Riders,Brabourne Stadium,21,11,3,0,190.91,not out,5
21,2010-03-25,Chennai Super Kings,"Brabourne Stadium, Mumbai",5,9,0,0,55.56,b Joginder Sharma,4
25,2010-03-28,Deccan Chargers,Dr DY Patil Sports Academy,3,5,0,0,60.0,c TL Suman b PP Ojha,6
27,2010-03-30,Kings XI Punjab,Brabourne Stadium,17,9,2,0,188.89,not out,7
37,2010-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4,5,0,0,80.0,"run out (S Badrinath, MS Dhoni)",7
41,2010-04-09,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",20,17,1,0,117.65,c KC Sangakkara b IK Pathan,6
45,2010-04-11,Rajasthan Royals,Sawai Mansingh Stadium,1,2,0,0,50.0,not out,7
56,2010-04-19,Kolkata Knight Riders,Eden Gardens,11,11,1,0,100.0,c M Kartik b MK Tiwary,5
