innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,DP Conway,1,1.2
1,Chennai Super Kings,2,MM Ali,2,1.4
1,Chennai Super Kings,3,RV Uthappa,5,2.4
1,Chennai Super Kings,4,RD Gaikwad,17,5.1
1,Chennai Super Kings,5,AT Rayudu,29,6.4
1,Chennai Super Kings,6,S Dube,39,8.3
1,Chennai Super Kings,7,DJ Bravo,78,13.2
1,Chennai Super Kings,8,Simarjeet Singh,80,13.5
1,Chennai Super Kings,9,M Theekshana,81,14.3
1,Chennai Super Kings,10,Mukesh Choudhary,97,16.6
2,Mumbai Indians,1,Ishan Kishan,6,1.5
2,Mumbai Indians,2,RG Sharma,30,4.3
2,Mumbai Indians,3,DR Sams,33,5.3
2,Mumbai Indians,4,T Stubbs,33,5.5
2,Mumbai Indians,5,HR Shokeen,81,13.4
