match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2010-03-14,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",5,12,1,0,41.67,c RP Singh b PP Ojha,4
8,2010-03-16,Kolkata Knight Riders,Eden Gardens,43,33,3,1,130.3,not out,4
11,2010-03-19,Delhi Daredevils,Feroz Shah Kotla,14,15,3,0,93.33,c A Mishra b UT Yadav,3
16,2010-03-21,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2,2,0,0,100.0,c KC Sangakkara b Yuvraj Singh,5
18,2010-03-23,Royal Challengers Bangalore,M Chinnaswamy Stadium,31,17,5,1,182.35,c KP Appanna b R Vinay Kumar,6
21,2010-03-25,Mumbai Indians,"Brabourne Stadium, Mumbai",55,45,6,0,122.22,not out,4
24,2010-03-28,Rajasthan Royals,"Sardar Patel Stadium, Motera",25,27,2,0,92.59,c YK Pathan b SW Tait,5
28,2010-03-31,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",7,6,1,0,116.67,c RV Uthappa b R Vinay Kumar,6
32,2010-04-03,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",4,1,1,0,400.0,not out,6
37,2010-04-06,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",30,22,4,0,136.36,not out,6
42,2010-04-10,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",6,6,1,0,100.0,c MD Mishra b RP Singh,6
50,2010-04-15,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",30,29,2,0,103.45,c DA Warner b A Nehra,6
54,2010-04-18,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,53,36,7,2,147.22,st KC Sangakkara b PP Chawla,4
58,2010-04-22,Deccan Chargers,Dr DY Patil Sports Academy,37,41,3,1,90.24,run out (AC Gilchrist),4
60,2010-04-25,Mumbai Indians,Dr DY Patil Sports Academy,14,11,2,0,127.27,c SL Malinga b CRD Fernando,4
