match_number,date,opponent,catches,stumpings,run_outs
14,2021-04-21,Sunrisers Hyderabad,1,0,0
29,2021-05-02,Delhi Capitals,1,0,0
32,2021-09-21,Rajasthan Royals,2,0,0
45,2021-10-01,Kolkata Knight Riders,1,0,0
