match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2018-04-07,Chennai Super Kings,Wankhede Stadium,4.0,0,23,3,5.75,10,0,0
7,2018-04-12,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,4.0,0,23,4,5.75,10,0,0
9,2018-04-14,Delhi Daredevils,Wankhede Stadium,3.0,0,42,0,14.0,2,0,0
14,2018-04-17,Royal Challengers Bangalore,Wankhede Stadium,4.0,0,25,1,6.25,7,1,0
21,2018-04-22,Rajasthan Royals,Sawai Mansingh Stadium,2.0,0,15,0,7.5,3,0,0
23,2018-04-24,Sunrisers Hyderabad,Wankhede Stadium,3.0,0,15,2,5.0,10,0,0
27,2018-04-28,Chennai Super Kings,Maharashtra Cricket Association Stadium,3.0,0,30,0,10.0,4,1,0
31,2018-05-01,Royal Challengers Bangalore,M.Chinnaswamy Stadium,3.0,0,28,1,9.33,6,0,0
34,2018-05-04,Kings XI Punjab,Holkar Cricket Stadium,3.0,0,29,1,9.67,6,1,0
37,2018-05-06,Kolkata Knight Riders,Wankhede Stadium,3.0,0,25,1,8.33,9,0,0
41,2018-05-09,Kolkata Knight Riders,Eden Gardens,4.0,0,26,1,6.5,9,0,0
47,2018-05-13,Rajasthan Royals,Wankhede Stadium,3.0,0,32,0,10.67,2,0,0
50,2018-05-16,Kings XI Punjab,Wankhede Stadium,3.0,0,34,0,11.33,0,1,0
55,2018-05-20,Delhi Daredevils,Arun Jaitley Stadium,2.0,0,21,1,10.5,2,0,0
