innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,Abhishek Sharma,18,16,4,0,112.5,c R Tewatia b Mohammed Siraj,1
1,Sunrisers Hyderabad,TM Head,8,5,2,0,160.0,c B Sai Sudharsan b Mohammed Siraj,2
1,Sunrisers Hyderabad,Ishan Kishan,17,14,2,0,121.43,c I Sharma b M Prasidh Krishna,3
1,Sunrisers Hyderabad,Nithish Kumar Reddy,31,34,3,0,91.18,c Rashid Khan b R Sai Kishore,4
1,Sunrisers Hyderabad,H Klaasen,27,19,2,1,142.11,b R Sai Kishore,5
1,Sunrisers Hyderabad,Aniket Verma,18,14,2,0,128.57,lbw b Mohammed Siraj,6
1,Sunrisers Hyderabad,PHKD Mendis,1,5,0,0,20.0,c B Sai Sudharsan b M Prasidh Krishna,7
1,Sunrisers Hyderabad,PJ Cummins,22,9,3,1,244.44,not out,8
1,Sunrisers Hyderabad,Simarjeet Singh,0,2,0,0,0.0,b Mohammed Siraj,9
1,Sunrisers Hyderabad,Mohammed Shami,6,2,1,0,300.0,not out,10
2,Gujarat Titans,B Sai Sudharsan,5,9,0,0,55.56,c Aniket Verma b Mohammed Shami,1
2,Gujarat Titans,Shubman Gill,61,43,9,0,141.86,not out,2
2,Gujarat Titans,JC Buttler,0,3,0,0,0.0,c H Klaasen b PJ Cummins,3
2,Gujarat Titans,Washington Sundar,49,29,5,2,168.97,c Aniket Verma b Mohammed Shami,4
2,Gujarat Titans,SE Rutherford,35,16,6,1,218.75,not out,5
