innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,I Sharma,4.0,0,53,0,13.25,5,0,0
1,Gujarat Titans,M Prasidh Krishna,4.0,0,25,2,6.25,8,2,0
1,Gujarat Titans,Mohammed Siraj,4.0,0,17,4,4.25,17,0,0
1,Gujarat Titans,R Sai Kishore,4.0,0,24,2,6.0,6,0,0
1,Gujarat Titans,Rashid Khan,4.0,0,31,0,7.75,9,0,0
2,Sunrisers Hyderabad,Abhishek Sharma,1.0,0,18,0,18.0,1,1,0
2,Sunrisers Hyderabad,JD Unadkat,2.0,0,16,0,8.0,2,0,0
2,Sunrisers Hyderabad,Mohammed Shami,4.0,0,28,2,7.0,10,2,0
2,Sunrisers Hyderabad,PHKD Mendis,1.0,0,12,0,12.0,1,0,0
2,Sunrisers Hyderabad,PJ Cummins,3.4,0,26,1,7.09,8,0,0
2,Sunrisers Hyderabad,Simarjeet Singh,1.0,0,20,0,20.0,2,0,0
2,Sunrisers Hyderabad,Zeeshan Ansari,4.0,0,33,0,8.25,4,0,0
