match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
64,2026-05-19,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",4.0,0,46,0,11.5,10,6,0
