match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2026-03-30,Chennai Super Kings,"Barsapara Cricket Stadium, Guwahati",52,17,4,5,305.88,c SN Khan b A Kamboj,2
9,2026-04-04,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",31,18,5,1,172.22,c GD Phillips b Rashid Khan,2
13,2026-04-07,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",39,14,1,5,278.57,c Tilak Varma b SN Thakur,2
16,2026-04-10,Royal Challengers Bengaluru,"Barsapara Cricket Stadium, Guwahati",78,26,8,7,300.0,c V Kohli b KH Pandya,2
21,2026-04-13,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,1,0,0,0.0,c S Arora b PP Hinge,2
28,2026-04-19,Kolkata Knight Riders,"Eden Gardens, Kolkata",46,28,6,2,164.29,c Ramandeep Singh b CV Varun,2
32,2026-04-22,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",8,11,2,0,72.73,c DS Rathi b Mohsin Khan,2
36,2026-04-25,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",103,37,5,12,278.38,lbw b Sakib Hussain,2
40,2026-04-28,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",43,16,3,5,268.75,c SS Iyer b Arshdeep Singh,2
43,2026-05-01,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",4,2,1,0,200.0,b KA Jamieson,2
52,2026-05-09,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",36,16,3,3,225.0,c Arshad Khan b Mohammed Siraj,2
62,2026-05-17,Delhi Capitals,"Arun Jaitley Stadium, Delhi",46,21,5,3,219.05,c DA Miller b M Tiwari,2
64,2026-05-19,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",93,38,7,10,244.74,c Abdul Samad b Mohsin Khan,2
69,2026-05-24,Mumbai Indians,"Wankhede Stadium, Mumbai",4,6,0,0,66.67,c Naman Dhir b DL Chahar,2
