innings,over,ball,team,player_in,player_out,reason
2,1,1,Gujarat Titans,M Prasidh Krishna,R Tewatia,impact_player
2,3,5,Chennai Super Kings,Kartik Sharma,Gurjapneet Singh,impact_player
