innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,Shubman Gill,125,13.2
1,Gujarat Titans,2,B Sai Sudharsan,207,19.2
1,Gujarat Titans,3,R Tewatia,207,19.3
1,Gujarat Titans,4,Washington Sundar,229,20.6
2,Chennai Super Kings,1,SV Samson,0,1.1
2,Chennai Super Kings,2,RD Gaikwad,29,3.2
2,Chennai Super Kings,3,Urvil Patel,29,3.4
2,Chennai Super Kings,4,MW Short,51,6.1
2,Chennai Super Kings,5,Kartik Sharma,63,7.6
2,Chennai Super Kings,6,S Dube,116,11.3
2,Chennai Super Kings,7,A Kamboj,136,13.1
2,Chennai Super Kings,8,D Brevis,138,13.4
2,Chennai Super Kings,9,Noor Ahmad,140,14.3
2,Chennai Super Kings,10,SH Johnson,140,14.4
