innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Lucknow Super Giants,MR Marsh,60,31,9,2,193.55,c & b V Puthur,1
1,Lucknow Super Giants,AK Markram,53,38,2,4,139.47,c RA Bawa b HH Pandya,2
1,Lucknow Super Giants,N Pooran,12,6,1,1,200.0,c DL Chahar b HH Pandya,3
1,Lucknow Super Giants,RR Pant,2,6,0,0,33.33,c C Bosch b HH Pandya,4
1,Lucknow Super Giants,A Badoni,30,19,4,0,157.89,c RD Rickelton b Ashwani Kumar,5
1,Lucknow Super Giants,DA Miller,27,14,3,1,192.86,c Naman Dhir b HH Pandya,6
1,Lucknow Super Giants,Abdul Samad,4,2,1,0,200.0,c Naman Dhir b TA Boult,7
1,Lucknow Super Giants,SN Thakur,5,2,1,0,250.0,not out,8
1,Lucknow Super Giants,Akash Deep,0,1,0,0,0.0,c MJ Santner b HH Pandya,9
1,Lucknow Super Giants,Avesh Khan,2,1,0,0,200.0,not out,10
2,Mumbai Indians,WG Jacks,5,7,0,0,71.43,c Ravi Bishnoi b Akash Deep,1
2,Mumbai Indians,RD Rickelton,10,5,2,0,200.0,c Ravi Bishnoi b SN Thakur,2
2,Mumbai Indians,Naman Dhir,46,24,4,3,191.67,b DS Rathi,3
2,Mumbai Indians,SA Yadav,67,43,9,1,155.81,c Abdul Samad b Avesh Khan,4
2,Mumbai Indians,Tilak Varma,25,23,2,0,108.7,retired out,5
2,Mumbai Indians,HH Pandya,28,16,2,1,175.0,not out,6
2,Mumbai Indians,MJ Santner,2,2,0,0,100.0,not out,7
