innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,15,5,Mumbai Indians,N Rana,JJ Bumrah,GR Sadashiv Iyer,,upheld,False
2,1,6,Kolkata Knight Riders,RG Sharma,TG Southee,CB Gaffaney,,upheld,False
