innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,39,3,30,7.8,4,10
1,Mumbai Indians,middle,63,3,54,7.0,8,20
1,Mumbai Indians,powerplay,57,1,36,9.5,8,19
2,Chennai Super Kings,death,31,0,19,9.79,5,7
2,Chennai Super Kings,middle,67,0,54,7.44,5,12
2,Chennai Super Kings,powerplay,62,2,36,10.33,10,15
