match_number,date,opponent,catches,stumpings,run_outs
5,2025-03-25,Punjab Kings,1,0,0
19,2025-04-06,Sunrisers Hyderabad,2,0,0
23,2025-04-09,Rajasthan Royals,2,0,0
56,2025-05-06,Mumbai Indians,2,0,0
