match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2018-04-07,Mumbai Indians,Wankhede Stadium,68,30,3,7,226.67,c RG Sharma b JJ Bumrah,7
5,2018-04-10,Kolkata Knight Riders,MA Chidambaram Stadium,11,5,0,1,220.0,not out,7
12,2018-04-15,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,1,1,0,0,100.0,not out,7
17,2018-04-20,Rajasthan Royals,Maharashtra Cricket Association Stadium,24,16,4,0,150.0,not out,6
24,2018-04-25,Royal Challengers Bangalore,M.Chinnaswamy Stadium,14,7,1,1,200.0,not out,7
27,2018-04-28,Mumbai Indians,Maharashtra Cricket Association Stadium,0,1,0,0,0.0,c M Markande b MJ McClenaghan,5
35,2018-05-05,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,14,17,0,1,82.35,not out,6
43,2018-05-11,Rajasthan Royals,Sawai Mansingh Stadium,1,1,0,0,100.0,not out,6
52,2018-05-18,Delhi Daredevils,Arun Jaitley Stadium,1,2,0,0,50.0,c V Shankar b TA Boult,7
57,2018-05-22,Sunrisers Hyderabad,Wankhede Stadium,7,11,0,0,63.64,c S Dhawan b Rashid Khan,6
