match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2011-04-09,Royal Challengers Bangalore,Nehru Stadium,18,18,2,0,100.0,st AB de Villiers b DL Vettori,3
10,2011-04-13,Pune Warriors,Dr DY Patil Sports Academy,2,3,0,0,66.67,c RV Uthappa b WD Parnell,4
13,2011-04-15,Mumbai Indians,Wankhede Stadium,56,36,9,0,155.56,b SL Malinga,2
18,2011-04-18,Chennai Super Kings,Nehru Stadium,16,11,2,1,145.45,c S Anirudha b R Ashwin,2
22,2011-04-20,Kolkata Knight Riders,Eden Gardens,25,27,5,0,92.59,lbw b YK Pathan,2
28,2011-04-24,Rajasthan Royals,Sawai Mansingh Stadium,13,13,2,0,100.0,b J Botha,1
32,2011-04-27,Deccan Chargers,Nehru Stadium,4,8,1,0,50.0,c KC Sangakkara b I Sharma,2
36,2011-04-30,Delhi Daredevils,Nehru Stadium,18,28,2,0,64.29,c V Sehwag b AB Agarkar,4
41,2011-05-02,Delhi Daredevils,Feroz Shah Kotla,7,10,1,0,70.0,run out (Y Nagar),4
45,2011-05-05,Kolkata Knight Riders,Nehru Stadium,55,41,2,2,134.15,"run out (S Ladda, JH Kallis)",4
50,2011-05-08,Royal Challengers Bangalore,M Chinnaswamy Stadium,3,7,0,0,42.86,c AB de Villiers b DL Vettori,4
57,2011-05-13,Kings XI Punjab,Holkar Cricket Stadium,76,52,8,2,146.15,run out (DJ Hussey),2
61,2011-05-15,Rajasthan Royals,Holkar Cricket Stadium,6,3,1,0,200.0,c AA Chavan b JDP Oram,2
