match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
31,2025-04-15,Kolkata Knight Riders,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,6,0,0,33.33,b CV Varun,4
34,2025-04-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",14,17,2,0,82.35,c Suyash Sharma b JR Hazlewood,4
37,2025-04-20,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29,17,2,1,170.59,b Suyash Sharma,4
44,2025-04-26,Kolkata Knight Riders,"Eden Gardens, Kolkata",11,6,2,0,183.33,not out,6
49,2025-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",6,6,1,0,100.0,not out,6
54,2025-05-04,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",30,14,1,4,214.29,c DA Miller b Akash Singh,3
66,2025-05-24,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",32,12,3,2,266.67,st T Stubbs b V Nigam,3
69,2025-05-26,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",73,42,9,3,173.81,lbw b MJ Santner,3
71,2025-05-29,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4,7,0,0,57.14,c B Kumar b JR Hazlewood,3
73,2025-06-01,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",38,21,5,2,180.95,c JM Bairstow b HH Pandya,3
74,2025-06-03,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",39,23,1,4,169.57,c LS Livingstone b KH Pandya,3
