match_number,date,opponent,catches,stumpings,run_outs
5,2012-04-07,Delhi Daredevils,1,0,0
10,2012-04-10,Kolkata Knight Riders,1,0,0
25,2012-04-20,Kings XI Punjab,1,0,0
54,2012-05-09,Mumbai Indians,1,0,0
57,2012-05-11,Pune Warriors,1,0,0
