innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,RD Gaikwad,110,10.1
1,Chennai Super Kings,2,DP Conway,118,11.2
1,Chennai Super Kings,3,S Dube,150,14.5
1,Chennai Super Kings,4,MM Ali,166,16.2
1,Chennai Super Kings,5,BA Stokes,178,17.6
1,Chennai Super Kings,6,RA Jadeja,203,20.1
1,Chennai Super Kings,7,MS Dhoni,215,20.4
2,Lucknow Super Giants,1,KR Mayers,79,6.3
2,Lucknow Super Giants,2,DJ Hooda,82,7.6
2,Lucknow Super Giants,3,KL Rahul,82,8.2
2,Lucknow Super Giants,4,KH Pandya,105,10.6
2,Lucknow Super Giants,5,MP Stoinis,130,14.2
2,Lucknow Super Giants,6,N Pooran,156,16.6
2,Lucknow Super Giants,7,A Badoni,195,20.3
