innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Lucknow Super Giants,Avesh Khan,3.0,0,39,1,13.0,4,1,0
1,Lucknow Super Giants,K Gowtham,1.0,0,20,0,20.0,2,0,0
1,Lucknow Super Giants,KH Pandya,2.0,0,21,0,10.5,3,0,0
1,Lucknow Super Giants,KR Mayers,2.0,0,16,0,8.0,1,1,0
1,Lucknow Super Giants,MA Wood,4.0,0,49,3,12.25,6,0,0
1,Lucknow Super Giants,Ravi Bishnoi,4.0,0,28,3,7.0,13,1,0
1,Lucknow Super Giants,Yash Thakur,4.0,0,36,0,9.0,3,0,1
2,Chennai Super Kings,BA Stokes,1.0,0,18,0,18.0,0,0,0
2,Chennai Super Kings,DL Chahar,4.0,0,55,0,13.75,6,5,0
2,Chennai Super Kings,MJ Santner,4.0,0,21,1,5.25,8,0,0
2,Chennai Super Kings,MM Ali,4.0,0,26,4,6.5,10,1,0
2,Chennai Super Kings,RA Jadeja,1.0,0,14,0,14.0,2,0,0
2,Chennai Super Kings,RS Hangargekar,2.0,0,24,0,12.0,4,3,0
2,Chennai Super Kings,TU Deshpande,4.0,0,45,2,11.25,7,4,3
