innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,LMP Simmons,12,3.2
1,Mumbai Indians,2,RG Sharma,69,9.2
1,Mumbai Indians,3,SS Tiwary,130,16.6
1,Mumbai Indians,4,AT Rayudu,168,19.5
1,Mumbai Indians,5,KA Pollard,170,20.4
2,Kolkata Knight Riders,1,SP Narine,0,1.4
2,Kolkata Knight Riders,2,G Gambhir,41,5.3
2,Kolkata Knight Riders,3,RV Uthappa,53,6.6
2,Kolkata Knight Riders,4,CA Lynn,53,7.2
2,Kolkata Knight Riders,5,YK Pathan,87,9.6
2,Kolkata Knight Riders,6,C de Grandhomme,128,15.1
2,Kolkata Knight Riders,7,MK Pandey,149,18.1
2,Kolkata Knight Riders,8,Kuldeep Yadav,158,19.3
