match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2012-04-07,Delhi Daredevils,M Chinnaswamy Stadium,1,3,0,0,33.33,lbw b GJ Maxwell,5
10,2012-04-10,Kolkata Knight Riders,M Chinnaswamy Stadium,18,19,1,0,94.74,c LR Shukla b RN ten Doeschate,5
13,2012-04-12,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",8,6,1,0,133.33,c SK Raina b RA Jadeja,5
18,2012-04-15,Rajasthan Royals,M Chinnaswamy Stadium,17,16,0,1,106.25,b SK Trivedi,5
21,2012-04-17,Pune Warriors,M Chinnaswamy Stadium,36,23,1,2,156.52,not out,5
25,2012-04-20,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4,7,0,0,57.14,c N Saini b P Awana,4
38,2012-04-28,Kolkata Knight Riders,Eden Gardens,19,22,1,1,86.36,c G Gambhir b R Bhatia,5
44,2012-05-02,Kings XI Punjab,M Chinnaswamy Stadium,1,1,0,0,100.0,not out,7
57,2012-05-11,Pune Warriors,Subrata Roy Sahara Stadium,36,30,3,1,120.0,not out,4
62,2012-05-14,Mumbai Indians,M Chinnaswamy Stadium,21,16,1,2,131.25,hit wicket b Harbhajan Singh,4
71,2012-05-20,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",30,27,1,1,111.11,c KC Sangakkara b V Pratap Singh,4
