innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,DA Warner,18,4.2
1,Sunrisers Hyderabad,2,S Dhawan,64,11.2
1,Sunrisers Hyderabad,3,Yuvraj Singh,96,16.2
1,Sunrisers Hyderabad,4,KS Williamson,114,18.4
1,Sunrisers Hyderabad,5,MC Henriques,114,18.5
1,Sunrisers Hyderabad,6,DJ Hooda,135,20.2
1,Sunrisers Hyderabad,7,NV Ojha,136,20.4
1,Sunrisers Hyderabad,8,B Kumar,137,20.6
2,Rising Pune Supergiants,1,AM Rahane,0,1.3
2,Rising Pune Supergiants,2,UT Khawaja,19,4.6
2,Rising Pune Supergiants,3,GJ Bailey,68,12.6
2,Rising Pune Supergiants,4,R Ashwin,78,14.2
2,Rising Pune Supergiants,5,SS Tiwary,86,15.6
2,Rising Pune Supergiants,6,NLTC Perera,126,20.3
2,Rising Pune Supergiants,7,MS Dhoni,133,20.5
2,Rising Pune Supergiants,8,A Zampa,133,20.6
