innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Sunrisers Hyderabad,death,41,6,30,8.2,5,10
1,Sunrisers Hyderabad,middle,62,1,54,6.89,6,21
1,Sunrisers Hyderabad,powerplay,34,1,36,5.67,4,22
2,Rising Pune Supergiants,death,47,3,30,9.4,4,5
2,Rising Pune Supergiants,middle,61,3,54,6.78,6,16
2,Rising Pune Supergiants,powerplay,25,2,36,4.17,4,23
