innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,DA Warner,11,14,0,1,78.57,c MS Dhoni b RP Singh,1
1,Sunrisers Hyderabad,S Dhawan,33,27,2,2,122.22,c SS Tiwary b R Ashwin,2
1,Sunrisers Hyderabad,KS Williamson,32,37,3,0,86.49,c R Bhatia b A Zampa,3
1,Sunrisers Hyderabad,Yuvraj Singh,23,21,1,2,109.52,c SS Tiwary b A Zampa,4
1,Sunrisers Hyderabad,MC Henriques,10,8,1,0,125.0,c R Bhatia b A Zampa,5
1,Sunrisers Hyderabad,DJ Hooda,14,5,0,2,280.0,st MS Dhoni b A Zampa,6
1,Sunrisers Hyderabad,NV Ojha,7,5,1,0,140.0,b A Zampa,7
1,Sunrisers Hyderabad,B Kumar,1,2,0,0,50.0,c SS Tiwary b A Zampa,8
1,Sunrisers Hyderabad,BB Sran,1,1,0,0,100.0,not out,9
2,Rising Pune Supergiants,AM Rahane,0,3,0,0,0.0,c NV Ojha b B Kumar,1
2,Rising Pune Supergiants,UT Khawaja,11,8,2,0,137.5,"run out (DJ Hooda, NV Ojha)",2
2,Rising Pune Supergiants,GJ Bailey,34,40,3,1,85.0,c A Nehra b MC Henriques,3
2,Rising Pune Supergiants,R Ashwin,29,25,3,0,116.0,c NV Ojha b BB Sran,4
2,Rising Pune Supergiants,SS Tiwary,9,10,1,0,90.0,c S Dhawan b A Nehra,5
2,Rising Pune Supergiants,MS Dhoni,30,20,1,2,150.0,"run out (BB Sran, Yuvraj Singh)",6
2,Rising Pune Supergiants,NLTC Perera,17,13,0,1,130.77,c MC Henriques b A Nehra,7
2,Rising Pune Supergiants,A Zampa,0,1,0,0,0.0,c NV Ojha b A Nehra,9
