innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rising Pune Supergiants,A Zampa,4.0,0,19,6,4.75,11,0,0
1,Rising Pune Supergiants,AB Dinda,4.0,0,26,0,6.5,12,1,0
1,Rising Pune Supergiants,NLTC Perera,2.0,0,26,0,13.0,1,0,0
1,Rising Pune Supergiants,R Ashwin,4.0,0,16,1,4.0,14,1,0
1,Rising Pune Supergiants,R Bhatia,3.0,0,26,0,8.67,5,0,0
1,Rising Pune Supergiants,RP Singh,3.0,0,23,1,7.67,10,1,0
2,Sunrisers Hyderabad,A Nehra,4.0,0,29,3,7.25,12,0,0
2,Sunrisers Hyderabad,B Kumar,4.0,0,20,1,5.0,12,1,0
2,Sunrisers Hyderabad,BB Sran,4.0,0,26,1,6.5,9,0,0
2,Sunrisers Hyderabad,MC Henriques,3.0,0,20,1,6.67,4,0,0
2,Sunrisers Hyderabad,Mustafizur Rahman,4.0,0,26,0,6.5,6,0,0
2,Sunrisers Hyderabad,Yuvraj Singh,1.0,0,10,0,10.0,1,0,0
