match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2023-03-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",14,7,1,1,200.0,not out,8
6,2023-04-03,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",12,3,0,2,400.0,c Ravi Bishnoi b MA Wood,8
17,2023-04-12,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",32,17,1,3,188.24,not out,8
24,2023-04-17,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",1,1,0,0,100.0,not out,8
33,2023-04-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",2,3,0,0,66.67,not out,6
41,2023-04-30,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",13,4,0,2,325.0,not out,6
49,2023-05-06,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2,3,0,0,66.67,not out,6
55,2023-05-10,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",20,9,1,2,222.22,c DA Warner b MR Marsh,8
61,2023-05-14,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2,3,0,0,66.67,not out,8
67,2023-05-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",5,4,0,0,125.0,not out,4
71,2023-05-23,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,0,0,50.0,c HH Pandya b MM Sharma,7
74,2023-05-29,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",0,1,0,0,0.0,c DA Miller b MM Sharma,6
