match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2022-03-29,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",2,7,0,0,28.57,c D Padikkal b M Prasidh Krishna,1
12,2022-04-04,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",16,16,1,1,100.0,c AJ Tye b Avesh Khan,2
17,2022-04-09,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",32,40,2,1,80.0,c MM Ali b Mukesh Choudhary,2
21,2022-04-11,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",57,46,2,4,123.91,c R Tewatia b HH Pandya,2
25,2022-04-15,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",17,16,3,0,106.25,b AD Russell,2
28,2022-04-17,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",3,9,0,0,33.33,c S Dhawan b K Rabada,2
36,2022-04-23,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",16,17,2,0,94.12,not out,2
40,2022-04-27,Gujarat Titans,"Wankhede Stadium, Mumbai",5,8,1,0,62.5,b Mohammed Shami,2
46,2022-05-01,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",47,37,2,2,127.03,lbw b D Pretorius,2
50,2022-05-05,Delhi Capitals,"Brabourne Stadium, Mumbai",4,11,1,0,36.36,c RR Pant b A Nortje,2
54,2022-05-08,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",0,0,0,0,0.0,run out (Shahbaz Ahmed),2
61,2022-05-14,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",9,17,1,0,52.94,b AD Russell,2
65,2022-05-17,Mumbai Indians,"Wankhede Stadium, Mumbai",8,7,1,0,114.29,not out,6
