match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2022-03-29,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",57,41,5,2,139.02,not out,5
12,2022-04-04,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",12,14,0,0,85.71,c KL Rahul b KH Pandya,4
21,2022-04-11,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",12,8,1,0,150.0,not out,5
25,2022-04-15,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",68,36,6,4,188.89,not out,4
28,2022-04-17,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",41,27,4,1,151.85,not out,4
40,2022-04-27,Gujarat Titans,"Wankhede Stadium, Mumbai",56,40,2,3,140.0,c DA Miller b Yash Dayal,4
46,2022-05-01,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",17,10,0,2,170.0,c RA Jadeja b MJ Santner,4
50,2022-05-05,Delhi Capitals,"Brabourne Stadium, Mumbai",42,25,4,3,168.0,c Kuldeep Yadav b KK Ahmed,4
54,2022-05-08,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",21,27,1,1,77.78,c V Kohli b PWH de Silva,4
61,2022-05-14,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",32,25,0,3,128.0,b UT Yadav,4
65,2022-05-17,Mumbai Indians,"Wankhede Stadium, Mumbai",2,4,0,0,50.0,c TH David b Ramandeep Singh,5
70,2022-05-22,Punjab Kings,"Wankhede Stadium, Mumbai",21,17,2,0,123.53,st JM Sharma b Harpreet Brar,4
