match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
1,Mumbai Indians,AM Rahane,66,42,7,3,157.14,not out
1,Mumbai Indians,F du Plessis,34,33,1,3,103.03,b Harbhajan Singh
1,Mumbai Indians,KP Pietersen,21,14,0,2,150.0,not out
6,Gujarat Lions,AM Rahane,21,17,4,0,123.53,lbw b PV Tambe
6,Gujarat Lions,F du Plessis,69,43,5,4,160.47,st KD Karthik b PV Tambe
6,Gujarat Lions,KP Pietersen,37,31,2,1,119.35,b DJ Bravo
6,Gujarat Lions,SPD Smith,5,6,0,0,83.33,c JP Faulkner b RA Jadeja
6,Gujarat Lions,MS Dhoni,22,10,2,1,220.0,not out
6,Gujarat Lions,MR Marsh,7,11,0,0,63.64,b RA Jadeja
6,Gujarat Lions,R Bhatia,0,2,0,0,0.0,not out
10,Kings XI Punjab,AM Rahane,9,11,2,0,81.82,b Sandeep Sharma
10,Kings XI Punjab,F du Plessis,67,53,8,0,126.42,c & b MM Sharma
10,Kings XI Punjab,KP Pietersen,15,15,2,0,100.0,c M Vohra b KJ Abbott
10,Kings XI Punjab,NLTC Perera,8,9,1,0,88.89,c MM Sharma b Sandeep Sharma
10,Kings XI Punjab,SPD Smith,38,26,5,0,146.15,c DA Miller b MM Sharma
10,Kings XI Punjab,MS Dhoni,1,2,0,0,50.0,c GJ Maxwell b MM Sharma
10,Kings XI Punjab,IK Pathan,2,2,0,0,100.0,"run out (GJ Maxwell, WP Saha)"
10,Kings XI Punjab,R Ashwin,1,2,0,0,50.0,not out
16,Royal Challengers Bangalore,AM Rahane,60,46,8,0,130.43,st KL Rahul b T Shamsi
16,Royal Challengers Bangalore,F du Plessis,2,3,0,0,66.67,c HV Patel b KW Richardson
16,Royal Challengers Bangalore,KP Pietersen,0,1,0,0,0.0,retired hurt
16,Royal Challengers Bangalore,SPD Smith,4,3,1,0,133.33,run out (V Kohli)
16,Royal Challengers Bangalore,MS Dhoni,41,38,3,0,107.89,c AB de Villiers b HV Patel
16,Royal Challengers Bangalore,NLTC Perera,34,13,3,3,261.54,c Mandeep Singh b SR Watson
16,Royal Challengers Bangalore,R Bhatia,21,11,1,1,190.91,c SR Watson b KW Richardson
16,Royal Challengers Bangalore,R Ashwin,0,1,0,0,0.0,c HV Patel b SR Watson
16,Royal Challengers Bangalore,Ankit Sharma,3,3,0,0,100.0,not out
16,Royal Challengers Bangalore,M Ashwin,0,1,0,0,0.0,c AB de Villiers b KW Richardson
20,Kolkata Knight Riders,AM Rahane,67,52,4,3,128.85,c & b SP Narine
20,Kolkata Knight Riders,F du Plessis,4,9,0,0,44.44,b Shakib Al Hasan
20,Kolkata Knight Riders,SPD Smith,31,28,2,0,110.71,run out (R Sathish)
20,Kolkata Knight Riders,NLTC Perera,12,9,0,1,133.33,b R Sathish
20,Kolkata Knight Riders,JA Morkel,16,9,0,2,177.78,b UT Yadav
20,Kolkata Knight Riders,MS Dhoni,23,12,2,1,191.67,not out
20,Kolkata Knight Riders,R Bhatia,1,1,0,0,100.0,not out
22,Sunrisers Hyderabad,AM Rahane,0,5,0,0,0.0,c EJG Morgan b B Kumar
22,Sunrisers Hyderabad,F du Plessis,30,21,3,2,142.86,c NV Ojha b MC Henriques
22,Sunrisers Hyderabad,SPD Smith,46,36,7,0,127.78,not out
22,Sunrisers Hyderabad,MS Dhoni,5,4,1,0,125.0,c AP Tare b A Nehra
25,Gujarat Lions,AM Rahane,53,45,5,0,117.78,run out (DJ Bravo)
25,Gujarat Lions,SS Tiwary,1,2,0,0,50.0,run out (SK Raina)
25,Gujarat Lions,SPD Smith,101,54,8,5,187.04,b DJ Bravo
25,Gujarat Lions,MS Dhoni,30,18,2,2,166.67,not out
25,Gujarat Lions,NLTC Perera,3,2,0,0,150.0,not out
29,Mumbai Indians,AM Rahane,4,5,0,0,80.0,c KH Pandya b MJ McClenaghan
29,Mumbai Indians,SS Tiwary,57,45,4,2,126.67,c HH Pandya b JJ Bumrah
29,Mumbai Indians,SPD Smith,45,23,4,3,195.65,c PA Patel b JJ Bumrah
29,Mumbai Indians,PSP Handscomb,6,12,0,0,50.0,c JC Buttler b Harbhajan Singh
29,Mumbai Indians,MS Dhoni,24,24,2,0,100.0,c AT Rayudu b JJ Bumrah
29,Mumbai Indians,NLTC Perera,12,9,0,1,133.33,not out
29,Mumbai Indians,R Bhatia,3,2,0,0,150.0,not out
33,Delhi Daredevils,AM Rahane,63,48,7,0,131.25,not out
33,Delhi Daredevils,UT Khawaja,30,27,2,1,111.11,st SV Samson b A Mishra
33,Delhi Daredevils,SS Tiwary,21,18,1,1,116.67,c SW Billings b Imran Tahir
33,Delhi Daredevils,MS Dhoni,27,20,1,2,135.0,c SW Billings b Imran Tahir
33,Delhi Daredevils,NLTC Perera,14,5,0,2,280.0,not out
35,Royal Challengers Bangalore,AM Rahane,74,48,8,2,154.17,b SR Watson
35,Royal Challengers Bangalore,UT Khawaja,16,6,2,1,266.67,"run out (SR Watson, STR Binny)"
35,Royal Challengers Bangalore,SS Tiwary,52,39,9,0,133.33,st KL Rahul b YS Chahal
35,Royal Challengers Bangalore,MS Dhoni,9,8,0,1,112.5,c Parvez Rasool b SR Watson
35,Royal Challengers Bangalore,NLTC Perera,14,8,1,1,175.0,c SR Watson b CJ Jordan
35,Royal Challengers Bangalore,GJ Bailey,0,2,0,0,0.0,c KL Rahul b SR Watson
35,Royal Challengers Bangalore,R Bhatia,9,4,0,1,225.0,not out
35,Royal Challengers Bangalore,R Ashwin,10,5,0,1,200.0,not out
40,Sunrisers Hyderabad,AM Rahane,0,3,0,0,0.0,c NV Ojha b B Kumar
40,Sunrisers Hyderabad,UT Khawaja,11,8,2,0,137.5,"run out (DJ Hooda, NV Ojha)"
40,Sunrisers Hyderabad,GJ Bailey,34,40,3,1,85.0,c A Nehra b MC Henriques
40,Sunrisers Hyderabad,R Ashwin,29,25,3,0,116.0,c NV Ojha b BB Sran
40,Sunrisers Hyderabad,SS Tiwary,9,10,1,0,90.0,c S Dhawan b A Nehra
40,Sunrisers Hyderabad,MS Dhoni,30,20,1,2,150.0,"run out (BB Sran, Yuvraj Singh)"
40,Sunrisers Hyderabad,NLTC Perera,17,13,0,1,130.77,c MC Henriques b A Nehra
40,Sunrisers Hyderabad,A Zampa,0,1,0,0,0.0,c NV Ojha b A Nehra
45,Kolkata Knight Riders,AM Rahane,2,6,0,0,33.33,b AD Russell
45,Kolkata Knight Riders,UT Khawaja,21,17,3,0,123.53,c SA Yadav b Shakib Al Hasan
45,Kolkata Knight Riders,GJ Bailey,33,27,3,1,122.22,st RV Uthappa b PP Chawla
45,Kolkata Knight Riders,SS Tiwary,13,12,1,0,108.33,c RV Uthappa b AS Rajpoot
45,Kolkata Knight Riders,IK Pathan,7,8,0,0,87.5,"run out (PP Chawla, RV Uthappa)"
45,Kolkata Knight Riders,MS Dhoni,8,22,0,0,36.36,not out
45,Kolkata Knight Riders,NLTC Perera,13,11,0,1,118.18,c MK Pandey b PP Chawla
45,Kolkata Knight Riders,R Ashwin,0,4,0,0,0.0,not out
49,Delhi Daredevils,AM Rahane,42,36,5,1,116.67,not out
49,Delhi Daredevils,UT Khawaja,19,13,4,0,146.15,c SS Iyer b CH Morris
49,Delhi Daredevils,GJ Bailey,8,18,1,0,44.44,not out
53,Kings XI Punjab,AM Rahane,19,15,4,0,126.67,c WP Saha b Sandeep Sharma
53,Kings XI Punjab,UT Khawaja,30,29,1,1,103.45,c DA Miller b Gurkeerat Singh
53,Kings XI Punjab,GJ Bailey,9,11,2,0,81.82,st WP Saha b AR Patel
53,Kings XI Punjab,SS Tiwary,17,15,1,1,113.33,c F Behardien b Gurkeerat Singh
53,Kings XI Punjab,MS Dhoni,64,32,4,5,200.0,not out
53,Kings XI Punjab,IK Pathan,2,3,0,0,66.67,c WP Saha b R Dhawan
53,Kings XI Punjab,NLTC Perera,23,14,2,1,164.29,c WP Saha b MM Sharma
