match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
1,Mumbai Indians,I Sharma,4.0,0,36,2,9.0,14
1,Mumbai Indians,M Ashwin,4.0,0,16,1,4.0,13
1,Mumbai Indians,MR Marsh,4.0,0,21,2,5.25,13
1,Mumbai Indians,R Ashwin,1.0,0,7,1,7.0,2
1,Mumbai Indians,R Bhatia,4.0,1,10,1,2.5,17
1,Mumbai Indians,RP Singh,3.0,0,30,1,10.0,7
6,Gujarat Lions,I Sharma,4.0,0,39,1,9.75,5
6,Gujarat Lions,M Ashwin,4.0,0,31,2,7.75,8
6,Gujarat Lions,MR Marsh,1.0,0,10,0,10.0,0
6,Gujarat Lions,R Ashwin,4.0,0,26,0,6.5,13
6,Gujarat Lions,R Bhatia,3.0,0,30,0,10.0,5
6,Gujarat Lions,RP Singh,2.0,0,21,0,10.5,4
10,Kings XI Punjab,Ankit Sharma,4.0,0,27,1,6.75,8
10,Kings XI Punjab,I Sharma,3.0,0,26,0,8.67,10
10,Kings XI Punjab,IK Pathan,1.0,0,7,0,7.0,3
10,Kings XI Punjab,M Ashwin,4.0,0,36,3,9.0,5
10,Kings XI Punjab,NLTC Perera,2.4,0,30,0,11.25,2
10,Kings XI Punjab,R Ashwin,4.0,0,27,0,6.75,8
16,Royal Challengers Bangalore,Ankit Sharma,4.0,0,31,0,7.75,4
16,Royal Challengers Bangalore,I Sharma,4.0,0,47,0,11.75,8
16,Royal Challengers Bangalore,M Ashwin,2.0,0,29,0,14.5,1
16,Royal Challengers Bangalore,NLTC Perera,4.0,0,34,3,8.5,8
16,Royal Challengers Bangalore,R Ashwin,3.0,0,22,0,7.33,5
16,Royal Challengers Bangalore,R Bhatia,3.0,0,22,0,7.33,1
20,Kolkata Knight Riders,Ankit Sharma,3.0,0,26,0,8.67,5
20,Kolkata Knight Riders,JA Morkel,3.0,0,36,2,12.0,5
20,Kolkata Knight Riders,M Ashwin,4.0,0,32,1,8.0,10
20,Kolkata Knight Riders,NLTC Perera,3.3,0,28,2,8.0,8
20,Kolkata Knight Riders,R Ashwin,2.0,0,21,0,10.5,4
20,Kolkata Knight Riders,R Bhatia,4.0,0,19,2,4.75,8
22,Sunrisers Hyderabad,AB Dinda,4.0,0,23,3,5.75,15
22,Sunrisers Hyderabad,M Ashwin,1.0,0,6,0,6.0,1
22,Sunrisers Hyderabad,MR Marsh,4.0,0,14,2,3.5,15
22,Sunrisers Hyderabad,NLTC Perera,4.0,0,32,1,8.0,8
22,Sunrisers Hyderabad,R Ashwin,4.0,0,14,1,3.5,11
22,Sunrisers Hyderabad,R Bhatia,3.0,0,24,0,8.0,4
25,Gujarat Lions,AB Dinda,4.0,0,40,2,10.0,8
25,Gujarat Lions,JA Morkel,2.0,0,30,0,15.0,4
25,Gujarat Lions,M Ashwin,3.0,0,22,0,7.33,6
25,Gujarat Lions,NLTC Perera,4.0,0,41,2,10.25,5
25,Gujarat Lions,R Ashwin,4.0,0,37,0,9.25,4
25,Gujarat Lions,R Bhatia,3.0,0,26,1,8.67,3
29,Mumbai Indians,AB Dinda,3.0,0,33,1,11.0,7
29,Mumbai Indians,M Ashwin,2.3,0,25,0,10.0,3
29,Mumbai Indians,NLTC Perera,4.0,0,35,0,8.75,8
29,Mumbai Indians,R Ashwin,3.0,0,21,1,7.0,6
29,Mumbai Indians,R Bhatia,3.0,0,20,0,6.67,3
29,Mumbai Indians,SM Boland,3.0,0,23,0,7.67,6
33,Delhi Daredevils,AB Dinda,4.0,0,34,1,8.5,12
33,Delhi Daredevils,M Ashwin,3.0,0,31,0,10.33,5
33,Delhi Daredevils,NLTC Perera,1.0,0,9,0,9.0,3
33,Delhi Daredevils,R Ashwin,4.0,0,34,0,8.5,4
33,Delhi Daredevils,R Bhatia,4.0,0,22,2,5.5,6
33,Delhi Daredevils,SM Boland,4.0,0,31,2,7.75,8
35,Royal Challengers Bangalore,A Zampa,4.0,0,35,2,8.75,7
35,Royal Challengers Bangalore,AB Dinda,3.3,0,26,0,7.43,6
35,Royal Challengers Bangalore,NLTC Perera,3.0,0,40,0,13.33,3
35,Royal Challengers Bangalore,R Ashwin,1.0,0,7,0,7.0,2
35,Royal Challengers Bangalore,R Bhatia,4.0,0,45,0,11.25,2
35,Royal Challengers Bangalore,RP Singh,4.0,0,37,1,9.25,8
40,Sunrisers Hyderabad,A Zampa,4.0,0,19,6,4.75,11
40,Sunrisers Hyderabad,AB Dinda,4.0,0,26,0,6.5,12
40,Sunrisers Hyderabad,NLTC Perera,2.0,0,26,0,13.0,1
40,Sunrisers Hyderabad,R Ashwin,4.0,0,16,1,4.0,14
40,Sunrisers Hyderabad,R Bhatia,3.0,0,26,0,8.67,5
40,Sunrisers Hyderabad,RP Singh,3.0,0,23,1,7.67,10
45,Kolkata Knight Riders,A Zampa,1.0,0,8,0,8.0,2
45,Kolkata Knight Riders,AB Dinda,1.0,0,13,0,13.0,1
45,Kolkata Knight Riders,M Ashwin,1.0,0,13,0,13.0,3
45,Kolkata Knight Riders,R Ashwin,2.0,0,30,2,15.0,3
49,Delhi Daredevils,A Zampa,4.0,0,21,3,5.25,7
49,Delhi Daredevils,AB Dinda,4.0,1,20,3,5.0,14
49,Delhi Daredevils,DL Chahar,2.0,0,13,0,6.5,6
49,Delhi Daredevils,IK Pathan,3.0,0,17,0,5.67,9
49,Delhi Daredevils,NLTC Perera,3.0,0,27,0,9.0,7
49,Delhi Daredevils,R Ashwin,4.0,0,23,0,5.75,9
53,Kings XI Punjab,A Zampa,4.0,0,32,1,8.0,5
53,Kings XI Punjab,AB Dinda,3.0,0,16,1,5.33,9
53,Kings XI Punjab,DL Chahar,3.0,0,28,0,9.33,7
53,Kings XI Punjab,IK Pathan,4.0,0,37,0,9.25,6
53,Kings XI Punjab,NLTC Perera,2.0,0,24,1,12.0,3
53,Kings XI Punjab,R Ashwin,4.0,0,34,4,8.5,8
