match_number,date,opponent,catches,stumpings,run_outs
10,2013-04-09,Delhi Daredevils,1,0,0
15,2013-04-13,Pune Warriors,0,0,1
37,2013-04-27,Royal Challengers Bangalore,1,0,0
41,2013-04-29,Kings XI Punjab,1,0,0
43,2013-05-01,Sunrisers Hyderabad,1,0,0
49,2013-05-05,Chennai Super Kings,2,0,0
58,2013-05-11,Pune Warriors,1,0,0
62,2013-05-13,Sunrisers Hyderabad,1,0,0
