innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,15,3,Delhi Capitals,SA Yadav,Mukesh Kumar,A Bengeri,wicket,struck down,False
2,10,2,Delhi Capitals,T Stubbs,JJ Bumrah,A Bengeri,wicket,struck down,False
