match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2010-03-13,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",8,6,2,0,133.33,c DPMD Jayawardene b S Sreesanth,2
6,2010-03-15,Rajasthan Royals,"Sardar Patel Stadium, Motera",75,34,8,5,220.59,c GC Smith b MM Patel,2
9,2010-03-17,Mumbai Indians,Feroz Shah Kotla,26,16,4,0,162.5,c AT Rayudu b DJ Bravo,2
11,2010-03-19,Chennai Super Kings,Feroz Shah Kotla,74,38,10,3,194.74,c JM Kemp b M Muralitharan,2
15,2010-03-21,Deccan Chargers,Barabati Stadium,3,7,0,0,42.86,c HH Gibbs b PP Ojha,2
20,2010-03-25,Royal Challengers Bangalore,M Chinnaswamy Stadium,12,11,2,0,109.09,c V Kohli b R Vinay Kumar,2
26,2010-03-29,Kolkata Knight Riders,Feroz Shah Kotla,8,3,2,0,266.67,st WP Saha b CH Gayle,2
29,2010-03-31,Rajasthan Royals,Feroz Shah Kotla,19,12,3,1,158.33,c P Dogra b S Narwal,2
35,2010-04-04,Royal Challengers Bangalore,Feroz Shah Kotla,35,22,5,2,159.09,b A Mithun,2
39,2010-04-07,Kolkata Knight Riders,Eden Gardens,64,40,6,3,160.0,b AB Agarkar,2
44,2010-04-11,Kings XI Punjab,Feroz Shah Kotla,0,1,0,0,0.0,c RS Sodhi b IK Pathan,2
47,2010-04-13,Mumbai Indians,Brabourne Stadium,20,18,3,0,111.11,"run out (KA Pollard, C Madan)",2
50,2010-04-15,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4,4,0,0,100.0,c ML Hayden b DE Bollinger,1
55,2010-04-18,Deccan Chargers,Feroz Shah Kotla,8,6,2,0,133.33,c RG Sharma b WPUJC Vaas,2
