innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,11,5,Mumbai Indians,RM Patidar,JJ Bumrah,Nitin Menon,wicket,struck down,False
1,17,5,Royal Challengers Bengaluru,MK Lomror,JJ Bumrah,Nitin Menon,wicket,struck down,True
