innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bengaluru,death,65,4,30,13.0,10,8
1,Royal Challengers Bengaluru,middle,87,2,54,9.67,8,15
1,Royal Challengers Bengaluru,powerplay,44,2,36,7.33,8,20
2,Mumbai Indians,death,88,2,33,16.0,16,8
2,Mumbai Indians,middle,62,1,32,11.62,9,8
2,Mumbai Indians,powerplay,49,0,28,10.5,8,13
