innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,V Kohli,14,3.3
1,Royal Challengers Bengaluru,2,WG Jacks,23,4.4
1,Royal Challengers Bengaluru,3,RM Patidar,105,12.3
1,Royal Challengers Bengaluru,4,GJ Maxwell,108,13.2
1,Royal Challengers Bengaluru,5,F du Plessis,153,17.4
1,Royal Challengers Bengaluru,6,MK Lomror,153,17.5
1,Royal Challengers Bengaluru,7,Saurav Chauhan,170,19.3
1,Royal Challengers Bengaluru,8,Vijaykumar Vyshak,170,19.4
2,Mumbai Indians,1,Ishan Kishan,101,9.5
2,Mumbai Indians,2,RG Sharma,139,12.2
2,Mumbai Indians,3,SA Yadav,176,14.3
