innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bengaluru,1,V Kohli,3,9,F du Plessis,11,6,14,15
1,Royal Challengers Bengaluru,2,WG Jacks,8,6,F du Plessis,1,1,9,7
1,Royal Challengers Bengaluru,3,RM Patidar,50,26,F du Plessis,29,21,82,47
1,Royal Challengers Bengaluru,4,GJ Maxwell,0,4,F du Plessis,1,1,3,5
1,Royal Challengers Bengaluru,5,KD Karthik,23,15,F du Plessis,19,11,45,26
1,Royal Challengers Bengaluru,6,MK Lomror,0,1,KD Karthik,0,0,0,1
1,Royal Challengers Bengaluru,7,Saurav Chauhan,9,8,KD Karthik,7,2,17,10
1,Royal Challengers Bengaluru,8,Vijaykumar Vyshak,0,1,KD Karthik,0,0,0,1
1,Royal Challengers Bengaluru,9,Akash Deep,2,2,KD Karthik,23,6,26,8
2,Mumbai Indians,1,Ishan Kishan,69,34,RG Sharma,29,19,101,53
2,Mumbai Indians,2,SA Yadav,29,10,RG Sharma,9,5,38,15
2,Mumbai Indians,3,HH Pandya,14,4,SA Yadav,23,9,37,13
2,Mumbai Indians,4,Tilak Varma,16,10,HH Pandya,7,2,23,12
