innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,14,1,Sunrisers Hyderabad,HH Pandya,Basil Thampi,CK Nandan,,struck down,False
2,6,1,Sunrisers Hyderabad,MJ Guptill,JJ Bumrah,CK Nandan,,struck down,False
2,8,1,Mumbai Indians,KS Williamson,KH Pandya,CK Nandan,,upheld,False
