innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,V Kohli,100,63,11,1,158.73,not out,1
1,Royal Challengers Bangalore,SR Watson,6,6,1,0,100.0,c RA Jadeja b DS Kulkarni,2
1,Royal Challengers Bangalore,AB de Villiers,20,16,2,0,125.0,c SK Raina b PV Tambe,3
1,Royal Challengers Bangalore,KL Rahul,51,35,4,3,145.71,not out,4
2,Gujarat Lions,DR Smith,32,21,3,2,152.38,c AB de Villiers b KW Richardson,1
2,Gujarat Lions,BB McCullum,42,24,5,2,175.0,c & b T Shamsi,2
2,Gujarat Lions,SK Raina,28,24,3,0,116.67,c Iqbal Abdulla b YS Chahal,3
2,Gujarat Lions,KD Karthik,50,39,3,0,128.21,not out,4
2,Gujarat Lions,RA Jadeja,12,10,0,1,120.0,c KL Rahul b SR Watson,5
2,Gujarat Lions,DJ Bravo,4,1,1,0,400.0,not out,6
