innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Lions,DJ Bravo,4.0,0,43,0,10.75,5,2,0
1,Gujarat Lions,DS Kulkarni,4.0,0,39,1,9.75,6,0,0
1,Gujarat Lions,P Kumar,3.0,0,28,0,9.33,6,0,0
1,Gujarat Lions,PV Tambe,3.0,0,24,1,8.0,4,0,0
1,Gujarat Lions,RA Jadeja,3.0,0,17,0,5.67,4,0,0
1,Gujarat Lions,SB Jakati,3.0,0,28,0,9.33,2,0,0
2,Royal Challengers Bangalore,Iqbal Abdulla,4.0,0,41,0,10.25,5,1,0
2,Royal Challengers Bangalore,KW Richardson,4.0,0,53,1,13.25,5,2,0
2,Royal Challengers Bangalore,SR Watson,3.3,0,31,1,8.86,6,1,1
2,Royal Challengers Bangalore,T Shamsi,4.0,0,21,1,5.25,9,0,0
2,Royal Challengers Bangalore,YS Chahal,4.0,0,33,1,8.25,6,1,1
