match_number,date,opponent,catches,stumpings,run_outs
3,2023-04-01,Delhi Capitals,1,0,0
6,2023-04-03,Chennai Super Kings,1,0,0
21,2023-04-15,Punjab Kings,1,0,0
38,2023-04-28,Punjab Kings,2,0,0
43,2023-05-01,Royal Challengers Bangalore,1,0,0
51,2023-05-07,Gujarat Titans,1,0,0
68,2023-05-20,Kolkata Knight Riders,1,0,0
