match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2021-04-12,Punjab Kings,"Wankhede Stadium, Mumbai",4.0,0,31,3,7.75,13,0,1
7,2021-04-15,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,33,0,8.25,5,0,0
12,2021-04-19,Chennai Super Kings,"Wankhede Stadium, Mumbai",4.0,0,36,3,9.0,8,3,0
16,2021-04-22,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",4.0,0,35,0,8.75,6,1,0
18,2021-04-24,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",4.0,0,31,1,7.75,7,4,1
24,2021-04-29,Mumbai Indians,"Arun Jaitley Stadium, Delhi",3.0,0,18,0,6.0,5,0,0
28,2021-05-02,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",4.0,0,38,0,9.5,7,1,0
32,2021-09-21,Punjab Kings,Dubai International Cricket Stadium,3.0,0,31,1,10.33,5,1,0
36,2021-09-25,Delhi Capitals,"Zayed Cricket Stadium, Abu Dhabi",4.0,0,33,2,8.25,7,1,0
40,2021-09-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,4.0,0,32,1,8.0,7,4,0
43,2021-09-29,Royal Challengers Bangalore,Dubai International Cricket Stadium,3.0,0,18,0,6.0,8,1,0
47,2021-10-02,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",4.0,0,31,1,7.75,10,2,0
51,2021-10-05,Mumbai Indians,Sharjah Cricket Stadium,3.0,1,36,1,12.0,9,0,2
54,2021-10-07,Kolkata Knight Riders,Sharjah Cricket Stadium,4.0,0,23,1,5.75,11,0,0
