match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2011-04-10,Pune Warriors,Dr DY Patil Sports Academy,6,6,1,0,100.0,c JD Ryder b AC Thomas,3
9,2011-04-13,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",120,63,19,2,190.48,not out,1
15,2011-04-16,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",75,47,8,5,159.57,c I Sharma b A Mishra,2
23,2011-04-21,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",46,31,4,3,148.39,c SW Tait b SK Warne,2
26,2011-04-23,Delhi Daredevils,Feroz Shah Kotla,14,10,0,2,140.0,c Y Nagar b IK Pathan,2
37,2011-04-30,Kolkata Knight Riders,Eden Gardens,7,8,1,0,87.5,c MK Tiwary b YK Pathan,2
40,2011-05-02,Mumbai Indians,Wankhede Stadium,33,38,1,2,86.84,c KA Pollard b A Symonds,1
47,2011-05-06,Royal Challengers Bangalore,M Chinnaswamy Stadium,21,16,4,0,131.25,c A Mithun b CH Gayle,2
51,2011-05-08,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",23,22,4,0,104.55,c B Kumar b R Sharma,2
54,2011-05-10,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",14,14,3,0,100.0,c AC Blizzard b MM Patel,1
57,2011-05-13,Kochi Tuskers Kerala,Holkar Cricket Stadium,17,10,1,2,170.0,b RP Singh,2
60,2011-05-15,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,62,50,7,3,124.0,b IK Pathan,1
63,2011-05-17,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,20,17,2,1,117.65,c SS Tiwary b CK Langeveldt,1
67,2011-05-21,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,5,6,1,0,83.33,c Anand Rajan b DW Steyn,1
