innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,KL Rahul,63,8.3
1,Royal Challengers Bangalore,2,V Kohli,64,8.5
1,Royal Challengers Bangalore,3,SR Watson,67,9.4
1,Royal Challengers Bangalore,4,AB de Villiers,155,18.5
1,Royal Challengers Bangalore,5,TM Head,174,20.5
1,Royal Challengers Bangalore,6,Sachin Baby,175,20.6
2,Kings XI Punjab,1,HM Amla,45,6.3
2,Kings XI Punjab,2,WP Saha,88,11.5
2,Kings XI Punjab,3,DA Miller,88,11.6
2,Kings XI Punjab,4,M Vijay,139,17.6
