innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,V Kohli,19,12,KL Rahul,7,10,27,22
1,Royal Challengers Bangalore,2,V Kohli,61,51,AB de Villiers,83,45,155,95
1,Royal Challengers Bangalore,3,AB de Villiers,0,1,SR Watson,0,0,0,1
1,Royal Challengers Bangalore,4,SR Watson,1,1,SN Khan,2,1,3,2
2,Rising Pune Supergiants,1,AM Rahane,10,7,F du Plessis,2,3,12,10
2,Rising Pune Supergiants,2,KP Pietersen,0,1,AM Rahane,0,0,0,1
2,Rising Pune Supergiants,3,SPD Smith,4,3,AM Rahane,1,1,6,4
2,Rising Pune Supergiants,4,MS Dhoni,39,35,AM Rahane,49,38,91,73
2,Rising Pune Supergiants,5,NLTC Perera,8,4,MS Dhoni,2,3,11,7
2,Rising Pune Supergiants,6,R Bhatia,16,7,NLTC Perera,26,9,44,16
2,Rising Pune Supergiants,7,R Bhatia,1,1,R Ashwin,0,1,1,2
2,Rising Pune Supergiants,8,Ankit Sharma,0,1,R Bhatia,4,3,4,4
2,Rising Pune Supergiants,9,M Ashwin,0,1,Ankit Sharma,0,0,0,1
2,Rising Pune Supergiants,10,Ankit Sharma,3,2,I Sharma,0,0,3,2
