innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rising Pune Supergiants,Ankit Sharma,4.0,0,31,0,7.75,4,1,0
1,Rising Pune Supergiants,I Sharma,4.0,0,47,0,11.75,8,2,1
1,Rising Pune Supergiants,M Ashwin,2.0,0,29,0,14.5,1,0,0
1,Rising Pune Supergiants,NLTC Perera,4.0,0,34,3,8.5,8,2,0
1,Rising Pune Supergiants,R Ashwin,3.0,0,22,0,7.33,5,2,0
1,Rising Pune Supergiants,R Bhatia,3.0,0,22,0,7.33,1,0,0
2,Royal Challengers Bangalore,HV Patel,4.0,0,46,1,11.5,6,3,0
2,Royal Challengers Bangalore,Iqbal Abdulla,3.0,0,22,0,7.33,0,1,0
2,Royal Challengers Bangalore,KW Richardson,3.0,0,13,3,4.33,11,0,0
2,Royal Challengers Bangalore,SR Watson,4.0,0,31,2,7.75,9,2,0
2,Royal Challengers Bangalore,STR Binny,2.0,0,23,0,11.5,2,0,0
2,Royal Challengers Bangalore,T Shamsi,4.0,0,36,1,9.0,6,0,0
