innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,KL Rahul,27,4.4
1,Royal Challengers Bangalore,2,V Kohli,182,20.3
1,Royal Challengers Bangalore,3,AB de Villiers,182,20.4
2,Rising Pune Supergiants,1,F du Plessis,12,2.4
2,Rising Pune Supergiants,2,KP Pietersen,12,2.5
2,Rising Pune Supergiants,3,SPD Smith,18,3.3
2,Rising Pune Supergiants,4,AM Rahane,109,15.4
2,Rising Pune Supergiants,5,MS Dhoni,120,16.5
2,Rising Pune Supergiants,6,NLTC Perera,164,19.3
2,Rising Pune Supergiants,7,R Ashwin,165,19.5
2,Rising Pune Supergiants,8,R Bhatia,169,20.3
2,Rising Pune Supergiants,9,M Ashwin,169,20.4
