innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,8,5,Lucknow Super Giants,RA Jadeja,MP Stoinis,NA Patwardhan,wicket,struck down,False
2,17,6,Chennai Super Kings,MP Stoinis,M Pathirana,NA Patwardhan,wicket,struck down,False
